item_id,cat_id,dept_id,units,estimated_revenue,revenue_share,cumulative_revenue_share,abc_class
FOODS_3_377,FOODS,FOODS_3,276989.0,439906.9169921875,0.0022962333914692333,0.11704718850853728,A
FOODS_3_083,FOODS,FOODS_3,23481.0,439472.759765625,0.0022939671704068393,0.11934115567894411,A
FOODS_3_476,FOODS,FOODS_3,72894.0,435172.1943359375,0.002271519007942456,0.12161267468688657,A
FOODS_3_136,FOODS,FOODS_3,102353.0,434642.533203125,0.0022687542740127344,0.1238814289608993,A
FOODS_3_546,FOODS,FOODS_3,72707.0,434510.3369140625,0.0022680642336395367,0.12614949319453883,A
FOODS_3_080,FOODS,FOODS_3,265811.0,421057.732421875,0.0021978441065080997,0.12834733730104694,A
FOODS_3_469,FOODS,FOODS_3,67993.0,417823.435546875,0.0021809616702575425,0.1305282989713045,A
HOBBIES_1_147,HOBBIES,HOBBIES_1,41092.0,411057.56640625,0.0021456450747622045,0.1326739440460667,A
FOODS_2_368,FOODS,FOODS_2,51653.0,400536.9306640625,0.0020907292865407507,0.13476467333260744,A
FOODS_3_441,FOODS,FOODS_3,59794.0,393338.6025390625,0.0020531553344956396,0.13681782866710307,A
FOODS_3_723,FOODS,FOODS_3,289170.0,393047.365234375,0.0020516351292021256,0.1388694637963052,A
FOODS_3_785,FOODS,FOODS_3,127067.0,390357.6796875,0.002037595464157722,0.1409070592604629,A
HOUSEHOLD_1_494,HOUSEHOLD,HOUSEHOLD_1,48781.0,388785.5654296875,0.0020293893161874277,0.14293644857665033,A
FOODS_3_804,FOODS,FOODS_3,204936.0,385279.5078125,0.002011088338725998,0.14494753691537632,A
FOODS_3_473,FOODS,FOODS_3,99899.0,384522.9228515625,0.00200713910405002,0.14695467601942633,A
FOODS_3_702,FOODS,FOODS_3,127308.0,380195.515625,0.0019845508323309497,0.14893922685175728,A
FOODS_2_056,FOODS,FOODS_2,53850.0,377938.873046875,0.0019727715721276056,0.1509119984238849,A
FOODS_1_170,FOODS,FOODS_1,65317.0,373863.15625,0.0019514970782707095,0.1528634955021556,A
FOODS_2_029,FOODS,FOODS_2,34829.0,371061.0007324219,0.0019368703406155094,0.15480036584277113,A
FOODS_3_362,FOODS,FOODS_3,147856.0,370135.568359375,0.0019320397534288692,0.1567324055962,A
FOODS_3_124,FOODS,FOODS_3,70025.0,368105.705078125,0.0019214442395451756,0.15865384983574518,A
HOUSEHOLD_1_469,HOUSEHOLD,HOUSEHOLD_1,20394.0,365432.8125,0.0019074922307164308,0.1605613420664616,A
FOODS_3_231,FOODS,FOODS_3,67196.0,353119.029296875,0.0018432165417600992,0.1624045586082217,A
HOUSEHOLD_1_440,HOUSEHOLD,HOUSEHOLD_1,23241.0,350007.98046875,0.0018269774377003677,0.16423153604592206,A
FOODS_2_052,FOODS,FOODS_2,28317.0,342877.71484375,0.0017897587594169775,0.16602129480533903,A
FOODS_3_811,FOODS,FOODS_3,182974.0,342196.625,0.0017862035954006837,0.16780749840073972,A
FOODS_3_318,FOODS,FOODS_3,264845.0,342141.546875,0.001785916097694057,0.16959341449843376,A
HOUSEHOLD_1_537,HOUSEHOLD,HOUSEHOLD_1,21385.0,341409.67578125,0.0017820958648702351,0.171375510363304,A
FOODS_3_134,FOODS,FOODS_3,50409.0,336663.07275390625,0.0017573194679861887,0.1731328298312902,A
FOODS_3_783,FOODS,FOODS_3,63981.0,335643.708984375,0.0017519985761446696,0.17488482840743486,A
HOUSEHOLD_1_413,HOUSEHOLD,HOUSEHOLD_1,18272.0,327937.2958984375,0.001711772513828174,0.17659660092126303,A
HOUSEHOLD_1_140,HOUSEHOLD,HOUSEHOLD_1,21351.0,320729.486328125,0.001674149070378211,0.17827074999164125,A
FOODS_3_458,FOODS,FOODS_3,168416.0,320465.88671875,0.0016727731287831944,0.17994352312042444,A
FOODS_3_368,FOODS,FOODS_3,53268.0,318299.8955078125,0.0016614670520836278,0.18160499017250806,A
HOUSEHOLD_1_427,HOUSEHOLD,HOUSEHOLD_1,53233.0,317260.30810546875,0.0016560405965895105,0.18326103076909755,A
FOODS_2_019,FOODS,FOODS_2,99979.0,317074.1970214844,0.0016550691308792429,0.1849160998999768,A
HOUSEHOLD_1_409,HOUSEHOLD,HOUSEHOLD_1,106858.0,316779.5859375,0.0016535313150768287,0.18656963121505363,A
FOODS_3_499,FOODS,FOODS_3,126000.0,315476.935546875,0.0016467317190513434,0.18821636293410496,A
HOUSEHOLD_1_344,HOUSEHOLD,HOUSEHOLD_1,39461.0,314294.5417480469,0.0016405598403700552,0.18985692277447502,A
FOODS_3_704,FOODS,FOODS_3,73910.0,311637.642578125,0.00162669131419762,0.19148361408867265,A
FOODS_3_150,FOODS,FOODS_3,149830.0,309666.40185546875,0.0016164017993135708,0.19310001588798623,A
HOUSEHOLD_1_373,HOUSEHOLD,HOUSEHOLD_1,91069.0,309394.3249511719,0.0016149816077944974,0.19471499749578072,A
FOODS_3_753,FOODS,FOODS_3,58631.0,307434.5859375,0.0016047521297209843,0.1963197496255017,A
FOODS_3_154,FOODS,FOODS_3,102725.0,306122.17529296875,0.0015979015869609444,0.19791765121246263,A
FOODS_3_697,FOODS,FOODS_3,100470.0,303307.109375,0.001583207459384538,0.19950085867184716,A
FOODS_3_695,FOODS,FOODS_3,76093.0,302885.908203125,0.0015810088665504031,0.20108186753839757,A
FOODS_2_380,FOODS,FOODS_2,59402.0,301589.267578125,0.0015742406403987934,0.20265610817879637,A
HOUSEHOLD_1_040,HOUSEHOLD,HOUSEHOLD_1,66496.0,300201.4230957031,0.0015669963468457552,0.20422310452564213,A
FOODS_3_079,FOODS,FOODS_3,50155.0,299913.5361328125,0.0015654936297216917,0.20578859815536382,A
HOUSEHOLD_1_177,HOUSEHOLD,HOUSEHOLD_1,39795.0,298860.5810546875,0.001559997397412731,0.20734859555277654,A
HOUSEHOLD_1_027,HOUSEHOLD,HOUSEHOLD_1,52759.0,298635.091796875,0.0015588203848602871,0.20890741593763684,A
FOODS_3_756,FOODS,FOODS_3,114433.0,298331.861328125,0.001557237577450903,0.21046465351508775,A
HOBBIES_1_236,HOBBIES,HOBBIES_1,25083.0,297233.81494140625,0.0015515059767845498,0.2120161594918723,A
FOODS_3_455,FOODS,FOODS_3,136740.0,296861.7890625,0.0015495640699569053,0.2135657235618292,A
HOUSEHOLD_1_032,HOUSEHOLD,HOUSEHOLD_1,27173.0,291998.79248046875,0.001524180120073573,0.21508990368190278,A
HOUSEHOLD_1_514,HOUSEHOLD,HOUSEHOLD_1,79703.0,289031.82861328125,0.0015086931130728633,0.21659859679497565,A
HOUSEHOLD_1_106,HOUSEHOLD,HOUSEHOLD_1,31612.0,288443.77734375,0.0015056235933430394,0.2181042203883187,A
FOODS_3_635,FOODS,FOODS_3,282174.0,278726.6708984375,0.0014549020806176923,0.21955912246893639,A
FOODS_3_808,FOODS,FOODS_3,281888.0,278330.923828125,0.001452836353523331,0.22101195882245972,A
FOODS_3_389,FOODS,FOODS_3,171940.0,275601.6142578125,0.0014385898583468993,0.22245054868080663,A
HOUSEHOLD_1_366,HOUSEHOLD,HOUSEHOLD_1,46002.0,274153.32275390625,0.0014310300424326846,0.22388157872323933,A
HOUSEHOLD_1_096,HOUSEHOLD,HOUSEHOLD_1,74866.0,272820.7109375,0.0014240740532620191,0.22530565277650136,A
FOODS_3_681,FOODS,FOODS_3,256134.0,271066.5771484375,0.001414917796736002,0.22672057057323736,A
FOODS_3_541,FOODS,FOODS_3,272632.0,269287.244140625,0.0014056300049117261,0.22812620057814909,A
FOODS_2_181,FOODS,FOODS_2,140979.0,268904.82373046875,0.0014036338405381712,0.22952983441868727,A
FOODS_3_491,FOODS,FOODS_3,199199.0,267673.7109375,0.0013972076576465528,0.23092704207633383,A
FOODS_2_194,FOODS,FOODS_2,37840.0,262716.4619140625,0.0013713317273127555,0.2322983738036466,A
HOUSEHOLD_1_497,HOUSEHOLD,HOUSEHOLD_1,17246.0,261344.32763671875,0.001364169438147677,0.23366254324179428,A
HOBBIES_1_064,HOBBIES,HOBBIES_1,20078.0,258780.51953125,0.0013507868302511038,0.2350133300720454,A
FOODS_1_129,FOODS,FOODS_1,38383.0,253337.97802734375,0.0013223777622119472,0.23633570783425734,A
FOODS_3_652,FOODS,FOODS_3,63480.0,252644.84765625,0.0013187597488521453,0.23765446758310949,A
FOODS_3_744,FOODS,FOODS_3,120662.0,251826.58203125,0.001314488552427085,0.23896895613553656,A
HOBBIES_1_108,HOBBIES,HOBBIES_1,19627.0,250457.8779296875,0.001307344168150207,0.24027630030368677,A
HOUSEHOLD_1_310,HOUSEHOLD,HOUSEHOLD_1,33639.0,250248.623046875,0.0013062518960565393,0.2415825521997433,A
FOODS_2_349,FOODS,FOODS_2,41196.0,248259.8984375,0.001295871118491806,0.24287842331823511,A
FOODS_3_592,FOODS,FOODS_3,34489.0,248006.1240234375,0.001294546462613569,0.24417296978084868,A
HOUSEHOLD_1_165,HOUSEHOLD,HOUSEHOLD_1,13646.0,245059.4130859375,0.0012791651721897695,0.24545213495303844,A
HOUSEHOLD_1_541,HOUSEHOLD,HOUSEHOLD_1,32595.0,244306.3193359375,0.001275234160994309,0.24672736911403276,A
FOODS_3_288,FOODS,FOODS_3,162029.0,241863.009765625,0.0012624805333418764,0.24798984964737464,A
FOODS_1_004,FOODS,FOODS_1,132251.0,241427.69189453125,0.0012602082539279872,0.2492500579013026,A
FOODS_1_043,FOODS,FOODS_1,132220.0,241401.27978515625,0.0012600703875632101,0.2505101282888658,A
FOODS_3_327,FOODS,FOODS_3,75546.0,238905.0888671875,0.001247040728978815,0.2517571690178446,A
FOODS_1_218,FOODS,FOODS_1,237733.0,232030.720703125,0.0012111577884888075,0.2529683268063334,A
FOODS_1_087,FOODS,FOODS_1,39912.0,232017.1103515625,0.0012110867449509127,0.2541794135512843,A
HOUSEHOLD_1_357,HOUSEHOLD,HOUSEHOLD_1,19365.0,231735.431640625,0.001209616433762939,0.25538902998504726,A
FOODS_3_376,FOODS,FOODS_3,231286.0,231286.0,0.0012072704830617268,0.256596300468109,A
HOBBIES_1_155,HOBBIES,HOBBIES_1,12088.0,229431.26977539062,0.0011975891315998426,0.25779388959970884,A
FOODS_3_503,FOODS,FOODS_3,93731.0,227935.71875,0.0011897826296547755,0.25898367222936364,A
FOODS_1_187,FOODS,FOODS_1,25028.0,227860.0263671875,0.0011893875293047234,0.26017305975866833,A
HOBBIES_1_099,HOBBIES,HOBBIES_1,15531.0,227481.615234375,0.0011874122926232706,0.2613604720512916,A
HOBBIES_1_078,HOBBIES,HOBBIES_1,18189.0,226883.4970703125,0.0011842902255510927,0.2625447622768427,A
FOODS_3_263,FOODS,FOODS_3,83129.0,226354.1044921875,0.0011815268934275648,0.26372628917027024,A
FOODS_3_228,FOODS,FOODS_3,142505.0,225759.494140625,0.0011784231364930146,0.26490471230676327,A
HOUSEHOLD_1_191,HOUSEHOLD,HOUSEHOLD_1,70060.0,224949.66015625,0.0011741959516849581,0.2660789082584482,A
HOUSEHOLD_1_222,HOUSEHOLD,HOUSEHOLD_1,22069.0,224920.384765625,0.001174043139517418,0.2672529513979656,A
FOODS_3_304,FOODS,FOODS_3,52439.0,224389.9150390625,0.0011712741848766842,0.2684242255828423,A
FOODS_1_055,FOODS,FOODS_1,58142.0,224381.55078125,0.001171230524985598,0.26959545610782787,A
FOODS_3_030,FOODS,FOODS_3,182547.0,224012.88232421875,0.0011693061432841128,0.27076476225111196,A
FOODS_3_668,FOODS,FOODS_3,138717.0,221899.234375,0.0011582732888066444,0.2719230355399186,A
HOUSEHOLD_1_347,HOUSEHOLD,HOUSEHOLD_1,27845.0,221888.966796875,0.001158219693932753,0.27308125523385135,A
FOODS_3_772,FOODS,FOODS_3,41565.0,220050.97705078125,0.0011486257246971353,0.2742298809585485,A
FOODS_3_039,FOODS,FOODS_3,54688.0,219671.2705078125,0.001146643726212352,0.27537652468476087,A
FOODS_3_672,FOODS,FOODS_3,91806.0,219594.6552734375,0.0011462438087464707,0.2765227684935073,A
FOODS_3_245,FOODS,FOODS_3,101399.0,219285.2763671875,0.0011446289076214673,0.2776673974011288,A
FOODS_2_274,FOODS,FOODS_2,31241.0,219212.8916015625,0.001144251072426244,0.278811648473555,A
HOBBIES_1_141,HOBBIES,HOBBIES_1,15000.0,219196.126953125,0.0011441635640374204,0.2799558120375924,A
FOODS_3_739,FOODS,FOODS_3,146308.0,218360.33984375,0.0011398009086788085,0.2810956129462712,A
FOODS_3_822,FOODS,FOODS_3,58903.0,218284.3671875,0.0011394043453528378,0.28223501729162404,A
HOUSEHOLD_1_488,HOUSEHOLD,HOUSEHOLD_1,21888.0,216589.482421875,0.0011305573578580044,0.28336557464948203,A
HOUSEHOLD_1_051,HOUSEHOLD,HOUSEHOLD_1,73778.0,216544.3544921875,0.0011303217983452218,0.28449589644782725,A
FOODS_3_300,FOODS,FOODS_3,54147.0,215475.4375,0.0011247422477735872,0.28562063869560084,A
FOODS_2_342,FOODS,FOODS_2,36270.0,214831.7490234375,0.0011213823120315152,0.28674202100763235,A
FOODS_2_198,FOODS,FOODS_2,23040.0,213622.61596679688,0.0011150708593306322,0.287857091866963,A
FOODS_3_324,FOODS,FOODS_3,68825.0,212684.26953125,0.0011101728631072467,0.2889672647300703,A
FOODS_2_293,FOODS,FOODS_2,54201.0,212558.18310546875,0.001109514715099324,0.29007677944516963,A
FOODS_2_291,FOODS,FOODS_2,30273.0,212400.5419921875,0.0011086918574123846,0.291185471302582,A
FOODS_3_682,FOODS,FOODS_3,60558.0,212321.6787109375,0.001108280205554293,0.2922937515081363,A
FOODS_2_347,FOODS,FOODS_2,107207.0,212135.8505859375,0.001107310216838006,0.2934010617249743,A
HOBBIES_1_345,HOBBIES,HOBBIES_1,27724.0,211170.16162109375,0.001102269497628567,0.2945033312226029,A
FOODS_2_149,FOODS,FOODS_2,29916.0,210833.58349609375,0.0011005126215722699,0.2956038438441752,A
FOODS_3_572,FOODS,FOODS_3,77024.0,209915.6484375,0.001095721168991449,0.29669956501316663,A
HOUSEHOLD_1_506,HOUSEHOLD,HOUSEHOLD_1,60137.0,209196.72259521484,0.001091968508005046,0.29779153352117166,A
FOODS_3_634,FOODS,FOODS_3,52438.0,208870.9794921875,0.0010902681887754089,0.29888180170994705,A
FOODS_2_360,FOODS,FOODS_2,261878.0,207386.96142578125,0.0010825218867601437,0.2999643235967072,A
HOBBIES_1_040,HOBBIES,HOBBIES_1,15973.0,206277.3720703125,0.0010767300339148487,0.30104105363062206,A
FOODS_3_319,FOODS,FOODS_3,208363.0,205651.5478515625,0.0010734633463207789,0.30211451697694286,A
FOODS_3_562,FOODS,FOODS_3,40935.0,203643.708984375,0.0010629827958373965,0.30317749977278025,A
FOODS_3_281,FOODS,FOODS_3,179140.0,202815.7802734375,0.0010586611598767497,0.304236160932657,A
HOBBIES_1_330,HOBBIES,HOBBIES_1,26626.0,202580.9501953125,0.0010574353899561518,0.30529359632261316,A
FOODS_2_266,FOODS,FOODS_2,21686.0,200966.115234375,0.0010490062477540472,0.3063426025703672,A
FOODS_3_227,FOODS,FOODS_3,77139.0,199667.66821289062,0.0010422285925442312,0.30738483116291143,A
HOBBIES_1_134,HOBBIES,HOBBIES_1,56299.0,198945.439453125,0.0010384586909346078,0.30842328985384604,A
HOBBIES_1_364,HOBBIES,HOBBIES_1,15886.0,198381.5380859375,0.0010355152292639334,0.30945880508310997,A
HOUSEHOLD_1_370,HOUSEHOLD,HOUSEHOLD_1,28215.0,196504.8271484375,0.0010257191425138367,0.3104845242256238,A
FOODS_3_363,FOODS,FOODS_3,80404.0,195960.93359375,0.0010228801179533284,0.3115074043435771,A
FOODS_2_082,FOODS,FOODS_2,33048.0,195742.193359375,0.0010217383340649004,0.312529142677642,A
FOODS_2_173,FOODS,FOODS_2,22161.0,195300.4521484375,0.0010194325259955976,0.3135485752036376,A
FOODS_3_462,FOODS,FOODS_3,194512.0,194512.0,0.0010153169504479415,0.31456389215408553,A
HOUSEHOLD_1_416,HOUSEHOLD,HOUSEHOLD_1,56350.0,194356.20581054688,0.0010145037333645066,0.31557839588745,A
FOODS_3_534,FOODS,FOODS_3,40338.0,192091.3359375,0.0010026815281912354,0.31658107741564123,A
FOODS_3_800,FOODS,FOODS_3,91749.0,189193.19482421875,0.000987553763338144,0.3175686311789794,A
HOUSEHOLD_1_086,HOUSEHOLD,HOUSEHOLD_1,38239.0,188589.21337890625,0.0009844010910136506,0.31855303226999304,A
FOODS_2_285,FOODS,FOODS_2,53434.0,188435.193359375,0.000983597134771679,0.31953662940476474,A
HOUSEHOLD_1_490,HOUSEHOLD,HOUSEHOLD_1,14997.0,188347.5107421875,0.0009831394475981877,0.32051976885236294,A
FOODS_2_152,FOODS,FOODS_2,81865.0,187123.5556640625,0.0009767506266647383,0.3214965194790277,A
HOUSEHOLD_2_176,HOUSEHOLD,HOUSEHOLD_2,37354.0,185666.22705078125,0.0009691436386977375,0.3224656631177254,A
HOBBIES_1_275,HOBBIES,HOBBIES_1,14904.0,185521.4189453125,0.0009683877669569469,0.32343405088468236,A
FOODS_3_313,FOODS,FOODS_3,101568.0,185177.1142578125,0.0009665905596620887,0.32440064144434444,A
FOODS_2_233,FOODS,FOODS_2,43049.0,185003.9775390625,0.0009656868177577753,0.3253663282621022,A
HOBBIES_1_235,HOBBIES,HOBBIES_1,14371.0,184532.5068359375,0.0009632258271940958,0.3263295540892963,A
HOUSEHOLD_1_005,HOUSEHOLD,HOUSEHOLD_1,18393.0,184441.609375,0.0009627513591260973,0.3272923054484224,A
HOUSEHOLD_1_014,HOUSEHOLD,HOUSEHOLD_1,10265.0,184380.2744140625,0.0009624312018838969,0.3282547366503063,A
HOBBIES_1_037,HOBBIES,HOBBIES_1,14259.0,183771.63452148438,0.0009592542133194207,0.32921399086362574,A
HOUSEHOLD_1_235,HOUSEHOLD,HOUSEHOLD_1,53332.0,183319.4453125,0.0009568938686173381,0.3301708847322431,A
FOODS_2_131,FOODS,FOODS_2,30307.0,182127.9794921875,0.0009506746356484589,0.33112155936789156,A
FOODS_3_540,FOODS,FOODS_3,60217.0,181451.873046875,0.0009471454840576424,0.3320687048519492,A
FOODS_3_628,FOODS,FOODS_3,45415.0,180934.4912109375,0.0009444448458045721,0.3330131496977538,A
HOUSEHOLD_1_259,HOUSEHOLD,HOUSEHOLD_1,19466.0,180666.32861328125,0.0009430450862479558,0.33395619478400174,A
FOODS_1_023,FOODS,FOODS_1,31165.0,180245.0263671875,0.0009408459658249446,0.3348970407498267,A
FOODS_3_233,FOODS,FOODS_3,71808.0,179890.443359375,0.0009389951075839474,0.3358360358574106,A
HOBBIES_1_004,HOBBIES,HOBBIES_1,39623.0,179046.32104492188,0.000934588943984192,0.3367706248013948,A
FOODS_2_164,FOODS,FOODS_2,63372.0,177990.50146484375,0.0009290777595006222,0.33769970256089543,A
FOODS_1_180,FOODS,FOODS_1,18384.0,176690.4716796875,0.0009222918425548485,0.33862199440345025,A
FOODS_3_399,FOODS,FOODS_3,50152.0,175758.5654296875,0.0009174274629183562,0.3395394218663686,A
FOODS_3_230,FOODS,FOODS_3,49465.0,175483.8935546875,0.0009159937261283442,0.3404554155924969,A
HOBBIES_1_055,HOBBIES,HOBBIES_1,20651.0,174919.44873046875,0.0009130474277116814,0.3413684630202086,A
HOBBIES_1_323,HOBBIES,HOBBIES_1,35343.0,174778.38671875,0.0009123111098929231,0.34228077413010155,A
HOBBIES_1_087,HOBBIES,HOBBIES_1,14119.0,174566.0146484375,0.0009112025666524545,0.343191976696754,A
FOODS_3_242,FOODS,FOODS_3,18437.0,174258.962890625,0.0009095998128153038,0.3441015765095693,A
FOODS_3_407,FOODS,FOODS_3,58127.0,173590.86083984375,0.000906112442695274,0.3450076889522646,A
FOODS_3_782,FOODS,FOODS_3,66902.0,173266.9208984375,0.0009044215356384503,0.34591211048790305,A
FOODS_3_526,FOODS,FOODS_3,87456.0,173161.7626953125,0.0009038726291128301,0.3468159831170159,A
FOODS_2_059,FOODS,FOODS_2,29029.0,171856.23706054688,0.0008970580248404878,0.34771304114185636,A
FOODS_3_305,FOODS,FOODS_3,52124.0,170636.201171875,0.0008906896613568807,0.3486037308032132,A
HOBBIES_1_153,HOBBIES,HOBBIES_1,27675.0,170444.9921875,0.0008896915855419496,0.3494934223887552,A
HOUSEHOLD_1_100,HOUSEHOLD,HOUSEHOLD_1,21158.0,170207.1806640625,0.0008884502530238636,0.35038187264177906,A
HOUSEHOLD_1_334,HOUSEHOLD,HOUSEHOLD_1,174036.0,169935.82446289062,0.0008870338234428663,0.3512689064652219,A
FOODS_2_282,FOODS,FOODS_2,24391.0,169235.9189453125,0.000883380445061537,0.35215228691028344,A
HOUSEHOLD_1_459,HOUSEHOLD,HOUSEHOLD_1,173054.0,169055.505859375,0.0008824387218555911,0.35303472563213906,A
HOUSEHOLD_1_410,HOUSEHOLD,HOUSEHOLD_1,40648.0,168775.62841796875,0.0008809778129640688,0.35391570344510315,A
FOODS_1_217,FOODS,FOODS_1,50153.0,168609.5244140625,0.0008801107805408595,0.354795814225644,A
HOUSEHOLD_1_486,HOUSEHOLD,HOUSEHOLD_1,9314.0,167932.419921875,0.0008765764193284798,0.35567239064497247,A
FOODS_3_156,FOODS,FOODS_3,43695.0,167847.6982421875,0.0008761341877054584,0.3565485248326779,A
HOUSEHOLD_1_184,HOUSEHOLD,HOUSEHOLD_1,13993.0,167526.1416015625,0.0008744557210414188,0.35742298055371935,A
HOUSEHOLD_1_434,HOUSEHOLD,HOUSEHOLD_1,42748.0,167484.515625,0.0008742384410814017,0.35829721899480077,A
FOODS_3_295,FOODS,FOODS_3,205086.0,167170.80859375,0.0008726009479380335,0.3591698199427388,A
FOODS_3_203,FOODS,FOODS_3,37408.0,166780.9658203125,0.0008705660401900245,0.3600403859829288,A
FOODS_3_688,FOODS,FOODS_3,89086.0,166458.78466796875,0.0008688843136894001,0.36090927029661823,A
FOODS_3_393,FOODS,FOODS_3,47422.0,166231.6259765625,0.0008676985869999087,0.36177696888361816,A
HOBBIES_1_297,HOBBIES,HOBBIES_1,11173.0,165883.5908203125,0.0008658819073426515,0.3626428507909608,A
FOODS_3_501,FOODS,FOODS_3,202850.0,165402.95703125,0.0008633730871516444,0.36350622387811243,A
HOUSEHOLD_1_438,HOUSEHOLD,HOUSEHOLD_1,22606.0,164643.93359375,0.0008594111240754279,0.3643656350021879,A
HOBBIES_1_226,HOBBIES,HOBBIES_1,11237.0,164356.2880859375,0.0008579096673025694,0.3652235446694905,A
HOUSEHOLD_1_205,HOUSEHOLD,HOUSEHOLD_1,27476.0,163734.19744873047,0.000854662468319107,0.3660782071378096,A
FOODS_2_222,FOODS,FOODS_2,64861.0,163405.57080078125,0.0008529470975140578,0.36693115423532363,A
FOODS_3_757,FOODS,FOODS_3,62139.0,162908.6416015625,0.000850353218271958,0.3677815074535956,A
FOODS_2_371,FOODS,FOODS_2,84197.0,162650.05859375,0.0008490034624166388,0.36863051091601223,A
HOUSEHOLD_1_457,HOUSEHOLD,HOUSEHOLD_1,16043.0,161744.99194335938,0.0008442791805655101,0.36947479009657774,A
FOODS_3_734,FOODS,FOODS_3,99695.0,161644.0263671875,0.0008437521587833114,0.37031854225536104,A
FOODS_2_013,FOODS,FOODS_2,84682.0,160684.45556640625,0.0008387433752677025,0.3711572856306287,A
FOODS_3_474,FOODS,FOODS_3,85940.0,160614.7978515625,0.0008383797747771912,0.3719956654054059,A
HOUSEHOLD_1_304,HOUSEHOLD,HOUSEHOLD_1,77423.0,160574.39404296875,0.0008381688743097245,0.3728338342797156,A
HOBBIES_1_089,HOBBIES,HOBBIES_1,20007.0,160539.193359375,0.0008379851332000753,0.37367181941291566,A
FOODS_3_370,FOODS,FOODS_3,23355.0,160352.43481445312,0.0008370102878625116,0.3745088297007782,A
HOBBIES_1_098,HOBBIES,HOBBIES_1,10968.0,160294.66357421875,0.000836708732588501,0.3753455384333667,A
HOUSEHOLD_1_412,HOUSEHOLD,HOUSEHOLD_1,8859.0,160134.65087890625,0.0008358734956785025,0.3761814119290452,A
