date,units,estimated_revenue,event_name,event_type,weekday,month,year,avg_selling_price,moving_average_28
2011-02-17,20318.0,57188.96990966797,None,None,Thursday,2,2011,2.814694847409586,27098.0
2011-02-18,23721.0,67467.96044921875,None,None,Friday,2,2011,2.844229182969468,26937.190476190477
2011-02-19,31689.0,87650.78790283203,None,None,Saturday,2,2011,2.765968882035786,27153.18181818182
2011-02-20,29283.0,81369.39666748047,None,None,Sunday,2,2011,2.7787247436219125,27245.782608695652
2011-02-21,23966.0,65547.54006958008,PresidentsDay,National,Monday,2,2011,2.7350221175657214,27109.125
2011-02-22,20501.0,55380.66606140137,None,None,Tuesday,2,2011,2.7013641315741364,26844.8
2011-02-23,20757.0,55070.251609802246,None,None,Wednesday,2,2011,2.6530930100593655,26610.653846153848
2011-02-24,20277.0,53986.32243347168,None,None,Thursday,2,2011,2.6624413095365034,26376.074074074073
2011-02-25,22529.0,61776.84492492676,None,None,Friday,2,2011,2.742103285761763,26238.678571428572
2011-02-26,29908.0,81839.4487991333,None,None,Saturday,2,2011,2.7363731710289323,26141.428571428572
2011-02-27,28707.0,79451.2105255127,None,None,Sunday,2,2011,2.7676598225350157,26032.785714285714
2011-02-28,21240.0,58794.634033203125,None,None,Monday,2,2011,2.7681089469492997,25941.964285714286
2011-03-01,22872.0,62540.15573120117,None,None,Tuesday,3,2011,2.7343544828262143,25851.25
2011-03-02,22046.0,59996.519607543945,None,None,Wednesday,3,2011,2.721424276854937,25954.821428571428
2011-03-03,23475.0,64517.9513092041,None,None,Thursday,3,2011,2.748368532873444,25749.964285714286
2011-03-04,23572.0,64020.53353881836,None,None,Friday,3,2011,2.7159567936033584,25591.464285714286
2011-03-05,31202.0,86243.71667480469,None,None,Saturday,3,2011,2.764044505954897,25351.10714285714
2011-03-06,34876.0,94305.34216308594,None,None,Sunday,3,2011,2.704018298058434,25427.535714285714
2011-03-07,24562.0,66983.81198120117,None,None,Monday,3,2011,2.727131828890203,25391.464285714286
2011-03-08,22752.0,61245.802673339844,None,None,Tuesday,3,2011,2.6918865450659215,25380.071428571428
2011-03-09,22560.0,58771.79383850098,LentStart,Religious,Wednesday,3,2011,2.605132705607313,25340.85714285714
2011-03-10,22626.0,60104.7059173584,None,None,Thursday,3,2011,2.656444175610289,25300.5
2011-03-11,25572.0,68115.80053710938,None,None,Friday,3,2011,2.663686865990512,25269.321428571428
2011-03-12,32225.0,85663.96563720703,None,None,Saturday,3,2011,2.6583077001460675,25176.178571428572
2011-03-13,31417.0,85979.60552978516,None,None,Sunday,3,2011,2.7367223328066066,24998.928571428572
2011-03-14,24935.0,65841.91139221191,None,None,Monday,3,2011,2.640541864536271,25110.75
2011-03-15,24021.0,62552.04175567627,None,None,Tuesday,3,2011,2.6040565236949447,25109.0
2011-03-16,22765.0,60076.30325317383,LentWeek2,Religious,Wednesday,3,2011,2.638976641914071,25156.214285714286
2011-03-17,21779.0,57509.31758117676,StPatricksDay,Cultural,Thursday,3,2011,2.6405857744238377,25208.39285714286
2011-03-18,23855.0,64847.11283874512,None,None,Friday,3,2011,2.718386620781602,25213.178571428572
2011-03-19,30599.0,83447.4925994873,None,None,Saturday,3,2011,2.7271313637533026,25174.25
2011-03-20,29643.0,81525.53358459473,Purim End,Religious,Sunday,3,2011,2.7502457101033877,25187.10714285714
2011-03-21,23101.0,61369.03465270996,None,None,Monday,3,2011,2.6565531644824882,25156.214285714286
2011-03-22,20492.0,54604.93574523926,None,None,Tuesday,3,2011,2.6646952832929562,25155.89285714286
2011-03-23,19230.0,51681.79919433594,None,None,Wednesday,3,2011,2.687561060547891,25101.35714285714
2011-03-24,18854.0,50469.34214782715,None,None,Thursday,3,2011,2.6768506496142543,25050.535714285714
2011-03-25,23350.0,62774.79281616211,None,None,Friday,3,2011,2.688427957865615,25079.85714285714
2011-03-26,29620.0,80261.13684082031,None,None,Saturday,3,2011,2.709694018933839,25069.571428571428
2011-03-27,29866.0,81245.54383850098,None,None,Sunday,3,2011,2.7203356270843426,25110.964285714286
2011-03-28,21449.0,57507.394371032715,None,None,Monday,3,2011,2.681122400626263,25118.428571428572
2011-03-29,19581.0,52571.071868896484,None,None,Tuesday,3,2011,2.6848001567282815,25000.89285714286
2011-03-30,18928.0,50143.61088562012,None,None,Wednesday,3,2011,2.6491763992825508,24889.535714285714
2011-03-31,21742.0,55981.4582824707,None,None,Thursday,3,2011,2.574807206442402,24827.64285714286
2011-04-01,28309.0,74380.4144744873,None,None,Friday,4,2011,2.6274476129318347,24996.821428571428
2011-04-02,33478.0,90659.06713867188,None,None,Saturday,4,2011,2.708019210785348,25078.10714285714
2011-04-03,33058.0,89121.26791381836,None,None,Sunday,4,2011,2.695906222815003,25013.178571428572
2011-04-04,24852.0,66059.73838806152,None,None,Monday,4,2011,2.6581256393071593,25023.535714285714
2011-04-05,23581.0,62548.15382385254,None,None,Tuesday,4,2011,2.6524809729804733,25053.14285714286
2011-04-06,22656.0,60210.49688720703,None,None,Wednesday,4,2011,2.657596084357655,25056.571428571428
2011-04-07,22901.0,60590.569396972656,None,None,Thursday,4,2011,2.6457608574722786,25066.39285714286
2011-04-08,24754.0,66802.50979614258,None,None,Friday,4,2011,2.69865515860639,25037.178571428572
2011-04-09,31745.0,86147.48149108887,None,None,Saturday,4,2011,2.7137338633198573,25020.035714285714
2011-04-10,31536.0,85080.29025268555,None,None,Sunday,4,2011,2.6978783058309723,25024.285714285714
2011-04-11,24829.0,66609.34037780762,None,None,Monday,4,2011,2.6827234434656093,25020.5
2011-04-12,23218.0,61560.764709472656,None,None,Tuesday,4,2011,2.65142409809082,24991.821428571428
2011-04-13,21611.0,57037.90428161621,None,None,Wednesday,4,2011,2.63929962896748,24950.60714285714
2011-04-14,21964.0,58824.9677734375,None,None,Thursday,4,2011,2.678244753844359,24957.214285714286
2011-04-15,25482.0,68674.98336791992,None,None,Friday,4,2011,2.695038983122201,25015.321428571428
2011-04-16,29234.0,83058.78700256348,None,None,Saturday,4,2011,2.8411707943683204,24966.571428571428
2011-04-17,29787.0,83617.16830444336,None,None,Sunday,4,2011,2.8071698494122725,24971.714285714286
2011-04-18,22389.0,61271.18800354004,None,None,Monday,4,2011,2.7366647909035704,24946.285714285714
2011-04-19,19474.0,54793.07569885254,None,None,Tuesday,4,2011,2.813652855029914,24909.928571428572
2011-04-20,20188.0,56720.39697265625,None,None,Wednesday,4,2011,2.8096095191527763,24944.14285714286
2011-04-21,19768.0,56465.98519897461,None,None,Thursday,4,2011,2.8564338931087923,24976.785714285714
2011-04-22,24279.0,69572.71585083008,None,None,Friday,4,2011,2.8655511285814934,25009.964285714286
2011-04-23,29575.0,84171.38735961914,None,None,Saturday,4,2011,2.846031694323555,25008.35714285714
2011-04-24,24018.0,68276.54483032227,OrthodoxEaster,Religious,Sunday,4,2011,2.8427239916030587,24799.5
2011-04-25,20004.0,56342.79379272461,None,None,Monday,4,2011,2.8165763743613583,24747.89285714286
2011-04-26,18113.0,50791.3497467041,Pesach End,Religious,Tuesday,4,2011,2.8041378980127036,24695.464285714286
2011-04-27,17929.0,50876.99821472168,None,None,Wednesday,4,2011,2.83769302329866,24659.785714285714
2011-04-28,18145.0,51953.19778442383,None,None,Thursday,4,2011,2.8632239065540825,24531.321428571428
2011-04-29,22735.0,64544.65188598633,None,None,Friday,4,2011,2.8389994231795175,24332.25
2011-04-30,28101.0,80648.74696350098,None,None,Saturday,4,2011,2.8699600357105077,24140.214285714286
2011-05-01,29045.0,81346.9027709961,None,None,Sunday,5,2011,2.8007196684798106,23996.89285714286
2011-05-02,22837.0,63047.46487426758,None,None,Monday,5,2011,2.7607595075652482,23924.928571428572
2011-05-03,24080.0,66278.94923400879,None,None,Tuesday,5,2011,2.7524480578907307,23942.75
2011-05-04,20761.0,57672.26803588867,None,None,Wednesday,5,2011,2.7779137823750624,23875.071428571428
2011-05-05,21184.0,56720.86697387695,Cinco De Mayo,Cultural,Thursday,5,2011,2.677533373011563,23813.75
2011-05-06,24486.0,68218.29319763184,None,None,Friday,5,2011,2.7860121374512716,23804.178571428572
2011-05-07,28412.0,78021.7650604248,None,None,Saturday,5,2011,2.7460849310300155,23685.14285714286
2011-05-08,23688.0,65855.49780273438,Mother's day,Cultural,Sunday,5,2011,2.780120643479161,23404.85714285714
2011-05-09,25024.0,69036.48526000977,None,None,Monday,5,2011,2.7588109518865793,23411.821428571428
2011-05-10,22231.0,60176.31072998047,None,None,Tuesday,5,2011,2.706864771264472,23376.571428571428
2011-05-11,22165.0,61559.258544921875,None,None,Wednesday,5,2011,2.777318228961059,23396.35714285714
2011-05-12,22413.0,61018.63067626953,None,None,Thursday,5,2011,2.7224660097385236,23412.39285714286
2011-05-13,25648.0,70473.06600952148,None,None,Friday,5,2011,2.7477021993731086,23418.321428571428
2011-05-14,28736.0,81896.05360412598,None,None,Saturday,5,2011,2.8499461861124016,23400.535714285714
2011-05-15,31320.0,88268.94844055176,None,None,Sunday,5,2011,2.8182933729422657,23455.285714285714
2011-05-16,22213.0,61248.63148498535,None,None,Monday,5,2011,2.757332709898949,23449.0
2011-05-17,19613.0,56033.706619262695,None,None,Tuesday,5,2011,2.856967655089109,23453.964285714286
2011-05-18,18770.0,52915.496154785156,None,None,Wednesday,5,2011,2.819152698709918,23403.321428571428
2011-05-19,18684.0,52917.637435913086,None,None,Thursday,5,2011,2.8322434936797842,23364.60714285714
2011-05-20,21649.0,61081.20977783203,None,None,Friday,5,2011,2.82143331229304,23270.678571428572
2011-05-21,27112.0,76461.29661560059,None,None,Saturday,5,2011,2.820201262009464,23182.714285714286
2011-05-22,26246.0,73607.56996154785,None,None,Sunday,5,2011,2.804525259527084,23262.285714285714
2011-05-23,20954.0,58098.10469055176,None,None,Monday,5,2011,2.772649837288907,23296.214285714286
2011-05-24,19203.0,52563.69869995117,None,None,Tuesday,5,2011,2.737264942975117,23335.14285714286
2011-05-25,19058.0,52171.418029785156,None,None,Wednesday,5,2011,2.73750750497351,23375.464285714286
2011-05-26,20480.0,57009.09588623047,None,None,Thursday,5,2011,2.783647260069847,23458.85714285714
2011-05-27,22481.0,61639.631927490234,None,None,Friday,5,2011,2.741854540611638,23449.785714285714
2011-05-28,25527.0,71033.6639251709,None,None,Saturday,5,2011,2.782687504413793,23357.85714285714
2011-05-29,23449.0,66451.55737304688,None,None,Sunday,5,2011,2.8338759594458987,23158.0
2011-05-30,22538.0,64782.26727294922,MemorialDay,National,Monday,5,2011,2.874357408507819,23147.321428571428
2011-05-31,19555.0,55381.33840942383,NBAFinalsStart,Sporting,Tuesday,5,2011,2.832080716411344,22985.714285714286
2011-06-01,23165.0,64775.76679992676,None,None,Wednesday,6,2011,2.7962774357835856,23071.571428571428
2011-06-02,22681.0,62398.009536743164,None,None,Thursday,6,2011,2.7511136870836013,23125.035714285714
2011-06-03,26781.0,73696.49111938477,None,None,Friday,6,2011,2.751819988775056,23207.0
2011-06-04,30310.0,83864.564453125,None,None,Saturday,6,2011,2.766894241277631,23274.785714285714
2011-06-05,31604.0,87926.71884155273,None,None,Sunday,6,2011,2.7821389330955806,23557.5
2011-06-06,26685.0,73193.97305297852,None,None,Monday,6,2011,2.7428882538121986,23616.821428571428
2011-06-07,25089.0,69883.97360229492,None,None,Tuesday,6,2011,2.7854427678382927,23718.89285714286
2011-06-08,24453.0,66110.14608764648,None,None,Wednesday,6,2011,2.7035597304071683,23800.60714285714
2011-06-09,24782.0,65696.35859680176,None,None,Thursday,6,2011,2.650970809329423,23885.214285714286
2011-06-10,26419.0,72494.80950927734,None,None,Friday,6,2011,2.744040633986046,23912.75
2011-06-11,29940.0,83435.06394958496,None,None,Saturday,6,2011,2.7867422828852693,23955.75
2011-06-12,31094.0,86430.96702575684,NBAFinalsEnd,Sporting,Sunday,6,2011,2.779667042701384,23947.678571428572
2011-06-13,25752.0,70323.39793395996,None,None,Monday,6,2011,2.730793644530909,24074.071428571428
2011-06-14,24155.0,65558.59832763672,None,None,Tuesday,6,2011,2.7140798314070262,24236.285714285714
2011-06-15,25258.0,68369.50886535645,None,None,Wednesday,6,2011,2.7068457069188554,24468.0
2011-06-16,22706.0,63153.310119628906,None,None,Thursday,6,2011,2.7813489879163615,24611.64285714286
2011-06-17,24712.0,68183.06344604492,None,None,Friday,6,2011,2.7591074557318276,24721.035714285714
2011-06-18,28825.0,78640.16537475586,None,None,Saturday,6,2011,2.7281930745795613,24782.214285714286
2011-06-19,26106.0,72743.70150756836,Father's day,Cultural,Sunday,6,2011,2.7864744314551584,24777.214285714286
2011-06-20,24261.0,66329.59176635742,None,None,Monday,6,2011,2.734000732301118,24895.321428571428
2011-06-21,21810.0,59042.84378051758,None,None,Tuesday,6,2011,2.707145519510205,24988.428571428572
2011-06-22,21401.0,58576.44514465332,None,None,Wednesday,6,2011,2.7370891614715815,25072.10714285714
2011-06-23,22780.0,62726.17137145996,None,None,Thursday,6,2011,2.753563273549603,25154.25
2011-06-24,24638.0,68432.21737670898,None,None,Friday,6,2011,2.777506996375882,25231.285714285714
2011-06-25,26482.0,72973.80899047852,None,None,Saturday,6,2011,2.7556003697031386,25265.39285714286
2011-06-26,27668.0,76969.5668334961,None,None,Sunday,6,2011,2.7818984687543766,25416.071428571428
2011-06-27,22642.0,61850.166259765625,None,None,Monday,6,2011,2.7316564905823526,25419.785714285714
2011-06-28,19800.0,54030.11724090576,None,None,Tuesday,6,2011,2.7287938000457457,25428.535714285714
2011-06-29,19930.0,54228.68435668945,None,None,Wednesday,6,2011,2.7209575693271177,25313.0
2011-06-30,21451.0,59678.7706451416,None,None,Thursday,6,2011,2.7820973681945644,25269.071428571428
2011-07-01,31033.0,83279.09465026855,None,None,Friday,7,2011,2.6835657090925324,25420.928571428572
2011-07-02,33001.0,87247.58660888672,None,None,Saturday,7,2011,2.6437861461436536,25517.035714285714
2011-07-03,29173.0,78344.09428405762,None,None,Sunday,7,2011,2.6855000954326815,25430.214285714286
2011-07-04,23033.0,61556.38137817383,IndependenceDay,National,Monday,7,2011,2.6725299083130216,25299.785714285714
2011-07-05,26596.0,71985.41815185547,None,None,Tuesday,7,2011,2.706625738902672,25353.60714285714
2011-07-06,26602.0,71421.32243347168,None,None,Wednesday,7,2011,2.684810256126294,25430.35714285714
2011-07-07,26727.0,73863.1291809082,None,None,Thursday,7,2011,2.763614666102002,25499.821428571428
2011-07-08,27679.0,76534.95849609375,None,None,Friday,7,2011,2.7650911700601086,25544.821428571428
2011-07-09,32486.0,89246.13983154297,None,None,Saturday,7,2011,2.747218488935017,25635.75
2011-07-10,31539.0,87866.99803161621,None,None,Sunday,7,2011,2.785979201357564,25651.64285714286
2011-07-11,26592.0,73525.41313171387,None,None,Monday,7,2011,2.7649448379856296,25681.64285714286
2011-07-12,24632.0,66957.12565612793,None,None,Tuesday,7,2011,2.718298378374794,25698.678571428572
2011-07-13,23445.0,65690.56784057617,None,None,Wednesday,7,2011,2.801900952892991,25633.928571428572
2011-07-14,23447.0,64561.90574645996,None,None,Thursday,7,2011,2.75352521629462,25660.39285714286
2011-07-15,27349.0,76060.25,None,None,Friday,7,2011,2.7810980291783975,25754.571428571428
2011-07-16,30869.0,85917.2653503418,None,None,Saturday,7,2011,2.7832863179999934,25827.571428571428
2011-07-17,30334.0,85712.15118408203,None,None,Sunday,7,2011,2.825613212371663,25978.571428571428
2011-07-18,24639.0,67367.12857055664,None,None,Monday,7,2011,2.734166507186032,25992.071428571428
2011-07-19,21931.0,60059.42774963379,None,None,Tuesday,7,2011,2.7385631184001547,25996.39285714286
2011-07-20,22487.0,60644.89334106445,None,None,Wednesday,7,2011,2.6968867941950663,26035.178571428572
2011-07-21,22778.0,62603.639877319336,None,None,Thursday,7,2011,2.7484256685099364,26035.10714285714
2011-07-22,26356.0,71243.8688659668,None,None,Friday,7,2011,2.7031366241450447,26096.464285714286
2011-07-23,30284.0,82427.28137207031,None,None,Saturday,7,2011,2.7218095816956254,26232.25
2011-07-24,28799.0,80838.78099060059,None,None,Sunday,7,2011,2.806999582992485,26272.64285714286
2011-07-25,22895.0,64020.66844177246,None,None,Monday,7,2011,2.7962729173082534,26281.678571428572
2011-07-26,21195.0,58175.398010253906,None,None,Tuesday,7,2011,2.7447698990447704,26331.5
2011-07-27,20504.0,56267.10859680176,None,None,Wednesday,7,2011,2.7442015507609128,26352.0
2011-07-28,21243.0,59268.64108276367,None,None,Thursday,7,2011,2.7900315907717212,26344.571428571428
2011-07-29,24542.0,67905.74194335938,None,None,Friday,7,2011,2.7669196456425467,26112.75
2011-07-30,28953.0,79986.4419708252,None,None,Saturday,7,2011,2.7626305381419956,25968.178571428572
2011-07-31,28677.0,81274.71649169922,None,None,Sunday,7,2011,2.834142919123312,25950.464285714286
2011-08-01,26607.0,73525.50833129883,Ramadan starts,Religious,Monday,8,2011,2.763389646758328,26078.10714285714
2011-08-02,25475.0,68720.17839050293,None,None,Tuesday,8,2011,2.6975536168990355,26038.071428571428
2011-08-03,27237.0,72542.57246398926,None,None,Wednesday,8,2011,2.6633833558758035,26060.75
2011-08-04,23713.0,65402.157653808594,None,None,Thursday,8,2011,2.7580718447184496,25953.10714285714
2011-08-05,26594.0,72391.2144317627,None,None,Friday,8,2011,2.722088231622272,25914.35714285714
2011-08-06,31959.0,85240.33459472656,None,None,Saturday,8,2011,2.6671777776127716,25895.535714285714
2011-08-07,32006.0,89645.51400756836,None,None,Sunday,8,2011,2.8008971445219135,25912.214285714286
2011-08-08,26354.0,70679.90983581543,None,None,Monday,8,2011,2.681942393405761,25903.714285714286
2011-08-09,26213.0,69836.41479492188,None,None,Tuesday,8,2011,2.6641900886934677,25960.178571428572
2011-08-10,24578.0,67594.72973632812,None,None,Wednesday,8,2011,2.750212781199777,26000.64285714286
2011-08-11,24708.0,68169.58099365234,None,None,Thursday,8,2011,2.759008458541863,26045.678571428572
2011-08-12,28544.0,77636.05674743652,None,None,Friday,8,2011,2.7198730643020084,26088.35714285714
2011-08-13,33003.0,90852.11520385742,None,None,Saturday,8,2011,2.752844141558568,26164.571428571428
2011-08-14,33909.0,91933.10255432129,None,None,Sunday,8,2011,2.7111711508543834,26292.25
2011-08-15,28511.0,75415.55926513672,None,None,Monday,8,2011,2.645139043356484,26430.535714285714
2011-08-16,25266.0,66645.97267150879,None,None,Tuesday,8,2011,2.637773002117818,26549.64285714286
2011-08-17,23681.0,64269.4914855957,None,None,Wednesday,8,2011,2.7139686451414935,26592.285714285714
2011-08-18,23376.0,61614.52061462402,None,None,Thursday,8,2011,2.635802558804929,26613.64285714286
2011-08-19,27004.0,70721.65817260742,None,None,Friday,8,2011,2.618932683032418,26636.785714285714
2011-08-20,32258.0,86327.10035705566,None,None,Saturday,8,2011,2.6761454633596524,26707.285714285714
2011-08-21,33973.0,94301.93463134766,None,None,Sunday,8,2011,2.775790617000196,26892.071428571428
2011-08-22,25324.0,69110.08996582031,None,None,Monday,8,2011,2.7290353011301653,26978.821428571428
2011-08-23,22617.0,61577.55012512207,None,None,Tuesday,8,2011,2.722622369240928,27029.60714285714
2011-08-24,21935.0,59769.99983215332,None,None,Wednesday,8,2011,2.7248689232802974,27080.714285714286
2011-08-25,21414.0,58397.693923950195,None,None,Thursday,8,2011,2.7270801309400485,27086.821428571428
2011-08-26,24268.0,66597.36875915527,None,None,Friday,8,2011,2.744246281488185,27077.035714285714
2011-08-27,30383.0,83884.17071533203,None,None,Saturday,8,2011,2.760891640566502,27128.10714285714
2011-08-28,30626.0,83708.76997375488,None,None,Sunday,8,2011,2.7332583417277765,27197.714285714286
2011-08-29,22085.0,60631.88607788086,None,None,Monday,8,2011,2.745387642195194,27036.214285714286
2011-08-30,20350.0,55026.111557006836,None,None,Tuesday,8,2011,2.7039858258971416,26853.178571428572
2011-08-31,21723.0,59672.16996765137,Eid al-Fitr,Religious,Wednesday,8,2011,2.7469580613935167,26656.25
2011-09-01,26299.0,70028.83840942383,None,None,Thursday,9,2011,2.662794722591119,26748.60714285714
2011-09-02,29208.0,77246.34609985352,None,None,Friday,9,2011,2.6446982367794276,26841.964285714286
2011-09-03,34032.0,90251.16690063477,None,None,Saturday,9,2011,2.651950132247143,26916.0
2011-09-04,26925.0,73859.6028137207,None,None,Sunday,9,2011,2.7431607358856342,26734.535714285714
2011-09-05,30158.0,81837.67658996582,LaborDay,National,Monday,9,2011,2.7136307643068447,26870.39285714286
2011-09-06,26134.0,71785.97309875488,None,None,Tuesday,9,2011,2.746842163417574,26867.571428571428
2011-09-07,24445.0,67711.28211975098,None,None,Wednesday,9,2011,2.7699440425343007,26862.821428571428
2011-09-08,24048.0,66414.73043823242,None,None,Thursday,9,2011,2.7617569210841824,26839.25
2011-09-09,28246.0,76838.51902770996,None,None,Friday,9,2011,2.7203327560613877,26828.60714285714
2011-09-10,33030.0,92250.99053955078,None,None,Saturday,9,2011,2.792945520422367,26829.571428571428
2011-09-11,34632.0,98302.74574279785,None,None,Sunday,9,2011,2.83849462181791,26855.39285714286
2011-09-12,26138.0,71982.17390441895,None,None,Monday,9,2011,2.7539281469285695,26770.64285714286
2011-09-13,24645.0,66497.15393066406,None,None,Tuesday,9,2011,2.698200605829339,26748.464285714286
2011-09-14,23505.0,63632.58810424805,None,None,Wednesday,9,2011,2.707193707902491,26742.178571428572
2011-09-15,26343.0,71137.59481811523,None,None,Thursday,9,2011,2.700436351900514,26848.14285714286
2011-09-16,26933.0,74675.73568725586,None,None,Friday,9,2011,2.772648263738011,26845.60714285714
2011-09-17,32195.0,89944.37814331055,None,None,Saturday,9,2011,2.7937374792144913,26843.35714285714
2011-09-18,32034.0,91000.88391113281,None,None,Sunday,9,2011,2.8407593154502346,26774.10714285714
2011-09-19,24367.0,67645.75473022461,None,None,Monday,9,2011,2.776121587812394,26739.928571428572
2011-09-20,22675.0,61454.99189758301,None,None,Tuesday,9,2011,2.710253225913253,26742.0
2011-09-21,21796.0,60125.69160461426,None,None,Wednesday,9,2011,2.758565406708307,26737.035714285714
2011-09-22,21859.0,59465.583572387695,None,None,Thursday,9,2011,2.7204164679256917,26752.928571428572
2011-09-23,26706.0,71461.25434875488,None,None,Friday,9,2011,2.675850159093645,26840.0
2011-09-24,32466.0,88336.50741577148,None,None,Saturday,9,2011,2.7208928545484965,26914.39285714286
2011-09-25,33228.0,90350.20565795898,None,None,Sunday,9,2011,2.719098521065336,27007.321428571428
2011-09-26,24090.0,64136.93830871582,None,None,Monday,9,2011,2.6623884727569873,27078.928571428572
2011-09-27,22788.0,59375.041831970215,None,None,Tuesday,9,2011,2.605539838159128,27166.0
2011-09-28,22193.0,57876.22052001953,None,None,Wednesday,9,2011,2.607859258325577,27182.785714285714
2011-09-29,22383.0,57810.44104003906,None,None,Thursday,9,2011,2.582783408838809,27042.928571428572
2011-09-30,30182.0,77217.32633972168,None,None,Friday,9,2011,2.558389978786087,27077.714285714286
2011-10-01,39312.0,103302.0309753418,None,None,Saturday,10,2011,2.6277480406832976,27266.285714285714
2011-10-02,37214.0,98982.63552856445,None,None,Sunday,10,2011,2.659822527236106,27633.75
2011-10-03,30455.0,78953.1640625,None,None,Monday,10,2011,2.592453260958792,27644.35714285714
2011-10-04,26114.0,68225.37336730957,None,None,Tuesday,10,2011,2.6125975862491218,27643.64285714286
2011-10-05,25913.0,68327.75387573242,None,None,Wednesday,10,2011,2.636813718046248,27696.071428571428
2011-10-06,26066.0,68579.67210388184,None,None,Thursday,10,2011,2.6310010014533045,27768.14285714286
2011-10-07,29985.0,77303.73193359375,None,None,Friday,10,2011,2.5780801045053776,27830.25
2011-10-08,35930.0,92848.54069519043,None,None,Saturday,10,2011,2.5841508682212755,27933.821428571428
2011-10-09,35940.0,97200.90014648438,None,None,Sunday,10,2011,2.7045325583328985,27980.535714285714
2011-10-10,29401.0,78885.57745361328,ColumbusDay,National,Monday,10,2011,2.6830916449649087,28097.071428571428
2011-10-11,27427.0,69650.82035827637,None,None,Tuesday,10,2011,2.539498317653275,28196.428571428572
2011-10-12,27414.0,71888.49230957031,None,None,Wednesday,10,2011,2.622327727058084,28336.035714285714
2011-10-13,26116.0,68277.15716552734,None,None,Thursday,10,2011,2.6143803478912293,28327.928571428572
2011-10-14,29885.0,79466.58959960938,None,None,Friday,10,2011,2.6590794579089634,28433.35714285714
2011-10-15,38426.0,101899.0245513916,None,None,Saturday,10,2011,2.651824924566481,28655.89285714286
2011-10-16,36127.0,98299.7087097168,None,None,Sunday,10,2011,2.72094856228629,28802.071428571428
2011-10-17,27592.0,73636.95668029785,None,None,Monday,10,2011,2.6687792360212326,28917.25
2011-10-18,24202.0,64083.677322387695,None,None,Tuesday,10,2011,2.6478670077839723,28971.785714285714
2011-10-19,22441.0,60401.5959854126,None,None,Wednesday,10,2011,2.6915732803980483,28994.821428571428
2011-10-20,22402.0,59473.279052734375,None,None,Thursday,10,2011,2.654820063062868,29014.214285714286
2011-10-21,27130.0,71259.74731445312,None,None,Friday,10,2011,2.6266032920918954,29029.35714285714
2011-10-22,33151.0,89054.2703704834,None,None,Saturday,10,2011,2.686322294063027,29053.821428571428
2011-10-23,32876.0,89026.6809387207,None,None,Sunday,10,2011,2.7079535508796906,29041.25
2011-10-24,24516.0,66754.41589355469,None,None,Monday,10,2011,2.72289182140458,29056.464285714286
2011-10-25,22437.0,59876.577964782715,None,None,Tuesday,10,2011,2.668653472602519,29043.928571428572
2011-10-26,22142.0,59610.55970001221,None,None,Wednesday,10,2011,2.6921940068653334,29042.10714285714
2011-10-27,22982.0,60821.88683319092,None,None,Thursday,10,2011,2.6465010370372863,29063.5
2011-10-28,26880.0,70598.81552124023,None,None,Friday,10,2011,2.6264440298080443,28945.571428571428
2011-10-29,33219.0,88398.59561157227,None,None,Saturday,10,2011,2.6610853912391184,28727.964285714286
2011-10-30,31853.0,87576.61351013184,None,None,Sunday,10,2011,2.7493992248809165,28536.5
